Address,Unit,MAR,Date,Bedrooms
2021 OCEAN AVE,222,3510,12/1/2022,1
2021 OCEAN AVE,223,3280,8/1/2024,1
2021 OCEAN AVE,224,2877,3/1/2020,0
2021 OCEAN AVE,225,1816,,2
2021 OCEAN AVE,226,3799,6/24/2006,2
2021 OCEAN AVE,227,3425,12/10/2023,1
2021 OCEAN AVE,301,3117,2/28/2017,1
2021 OCEAN AVE,302,1639,,1
2021 OCEAN AVE,303,1250,,1
2021 OCEAN AVE,304,1687,,2
2021 OCEAN AVE,305,1858,,2
2021 OCEAN AVE,306,3104,1/1/2021,1
2021 OCEAN AVE,307,3185,9/15/2024,1
2021 OCEAN AVE,308,1149,,1
2021 OCEAN AVE,309,1316,,1
2021 OCEAN AVE,310,3185,11/1/2024,1
2021 OCEAN AVE,311,2665,12/1/2006,1
2021 OCEAN AVE,312,2311,2/1/2010,1
2021 OCEAN AVE,314,2394,1/1/2019,1
2021 OCEAN AVE,315,1548,,2
2021 OCEAN AVE,316,2714,3/29/1999,1
2021 OCEAN AVE,317,2913,10/1/2020,1
2021 OCEAN AVE,318,2993,10/1/2021,1
2021 OCEAN AVE,319,1149,,1
2021 OCEAN AVE,320,3185,12/12/2024,1
2021 OCEAN AVE,321,3227,4/11/2020,1
2021 OCEAN AVE,322,3510,2/1/2023,1
2021 OCEAN AVE,323,2371,2/27/2010,1
2021 OCEAN AVE,324,2825,9/20/2024,0
2021 OCEAN AVE,325,2112,,2
2021 OCEAN AVE,326,2198,7/10/2001,1
2021 OCEAN AVE,327,1544,,1
2101 OCEAN AVE,1,6016,12/30/2021,1
2101 OCEAN AVE,2,7500,4/24/2024,2
2101 OCEAN AVE,3,5143,7/1/2022,1
2101 OCEAN AVE,4,13684,9/15/2018,2
2101 OCEAN AVE,5,10228,6/1/2018,1
2101 OCEAN AVE,6,7828,5/15/2018,0
2101 OCEAN AVE,7,9328,6/15/2018,1
2101 OCEAN AVE,8,7500,8/1/2024,2
2101 OCEAN AVE,9,1515,,2
2101 OCEAN AVE,10,5000,8/15/2024,0
2101 OCEAN AVE,11,13434,8/2/2021,2
2101 OCEAN AVE,12,0,,2
2101 OCEAN AVE,14,9828,6/1/2018,1
2101 OCEAN AVE,15,1591,,1
2101 OCEAN AVE,16,1272,7/1/2001,0
2101 OCEAN AVE,17,10328,6/1/2018,1
2101 OCEAN AVE,18,4443,9/15/2021,1
2107 OCEAN AVE,1,0,,0
2107 OCEAN AVE,10,0,,0
2107 OCEAN AVE,100,0,,0
2107 OCEAN AVE,101,0,,0
2107 OCEAN AVE,102,0,,0
2107 OCEAN AVE,103,0,,0
2107 OCEAN AVE,104,0,,0
2107 OCEAN AVE,105,0,,0
2107 OCEAN AVE,106,0,,0
2107 OCEAN AVE,107,0,,0
2107 OCEAN AVE,108,0,,0
2107 OCEAN AVE,109,0,,0
2107 OCEAN AVE,11,0,,0
2107 OCEAN AVE,110,0,,0
2107 OCEAN AVE,111,0,,0
2107 OCEAN AVE,112,0,,0
2107 OCEAN AVE,113,0,,0
2107 OCEAN AVE,114,0,,0
2107 OCEAN AVE,115,0,,0
2107 OCEAN AVE,116,0,,0
2107 OCEAN AVE,117,0,,0
2107 OCEAN AVE,118,0,,0
2107 OCEAN AVE,119,0,,0
2107 OCEAN AVE,12,0,,0
2107 OCEAN AVE,13,0,,0
2107 OCEAN AVE,14,0,,0
2107 OCEAN AVE,15,0,,0
2107 OCEAN AVE,16,0,,0
2107 OCEAN AVE,17,0,,0
2107 OCEAN AVE,18,0,,0
2107 OCEAN AVE,19,0,,0
2107 OCEAN AVE,2,0,,0
2107 OCEAN AVE,20,0,,0
2107 OCEAN AVE,21,0,,0
2107 OCEAN AVE,22,0,,0
2107 OCEAN AVE,23,0,,0
2107 OCEAN AVE,24,0,,0
2107 OCEAN AVE,25,0,,0
2107 OCEAN AVE,26,0,,0
2107 OCEAN AVE,27,0,,0
2107 OCEAN AVE,28,0,,0
2107 OCEAN AVE,29,0,,0
2107 OCEAN AVE,3,0,,0
2107 OCEAN AVE,30,0,,0
2107 OCEAN AVE,31,0,,0
2107 OCEAN AVE,32,0,,0
2107 OCEAN AVE,33,0,,0
2107 OCEAN AVE,34,0,,0
2107 OCEAN AVE,35,0,,0
2107 OCEAN AVE,36,0,,0
2107 OCEAN AVE,37,0,,0
2107 OCEAN AVE,38,0,,0
2107 OCEAN AVE,39,0,,0
2107 OCEAN AVE,4,0,,0
2107 OCEAN AVE,40,0,,0
2107 OCEAN AVE,41,0,,0
2107 OCEAN AVE,42,0,,0
2107 OCEAN AVE,43,0,,0
2107 OCEAN AVE,44,0,,0
2107 OCEAN AVE,45,0,,0
2107 OCEAN AVE,46,0,,0
2107 OCEAN AVE,47,0,,0
2107 OCEAN AVE,48,0,,0
2107 OCEAN AVE,49,0,,0
2107 OCEAN AVE,5,0,,0
2107 OCEAN AVE,50,0,,0
2107 OCEAN AVE,51,0,,0
2107 OCEAN AVE,52,0,,0
2107 OCEAN AVE,53,0,,0
2107 OCEAN AVE,54,0,,0
2107 OCEAN AVE,55,0,,0
2107 OCEAN AVE,56,0,,0
2107 OCEAN AVE,57,0,,0
2107 OCEAN AVE,58,0,,0
2107 OCEAN AVE,59,0,,0
2107 OCEAN AVE,6,0,,0
2107 OCEAN AVE,60,0,,0
2107 OCEAN AVE,61,0,,0
2107 OCEAN AVE,62,0,,0
2107 OCEAN AVE,63,0,,0
2107 OCEAN AVE,64,0,,0
2107 OCEAN AVE,65,0,,0
2107 OCEAN AVE,66,0,,0
2107 OCEAN AVE,67,0,,0
2107 OCEAN AVE,68,0,,0
2107 OCEAN AVE,69,0,,0
2107 OCEAN AVE,7,0,,0
2107 OCEAN AVE,70,0,,0
2107 OCEAN AVE,71,0,,0
2107 OCEAN AVE,72,0,,0
2107 OCEAN AVE,73,0,,0
2107 OCEAN AVE,74,0,,0
2107 OCEAN AVE,75,0,,0
2107 OCEAN AVE,76,0,,0
2107 OCEAN AVE,77,0,,0
2107 OCEAN AVE,78,0,,0
2107 OCEAN AVE,79,0,,0
2107 OCEAN AVE,8,0,,0
2107 OCEAN AVE,80,0,,0
2107 OCEAN AVE,81,0,,0
2107 OCEAN AVE,82,0,,0
2107 OCEAN AVE,83,0,,0
2107 OCEAN AVE,84,0,,0
2107 OCEAN AVE,85,0,,0
2107 OCEAN AVE,86,0,,0
2107 OCEAN AVE,87,0,,0
2107 OCEAN AVE,88,0,,0
2107 OCEAN AVE,89,0,,0
2107 OCEAN AVE,9,0,,0
2107 OCEAN AVE,90,0,,0
2107 OCEAN AVE,91,0,,0
2107 OCEAN AVE,92,0,,0
2107 OCEAN AVE,93,0,,0
2107 OCEAN AVE,94,0,,0
2107 OCEAN AVE,95,0,,0
2107 OCEAN AVE,96,0,,0
2107 OCEAN AVE,97,0,,0
2107 OCEAN AVE,98,0,,0
2107 OCEAN AVE,99,0,,0
2121 OCEAN AVE,1,2653,4/16/2015,0
2121 OCEAN AVE,10,1507,1/3/2005,0
2121 OCEAN AVE,2,3155,3/8/2014,1
2121 OCEAN AVE,21,2452,8/22/2004,0
2121 OCEAN AVE,22,3448,8/1/2008,1
2121 OCEAN AVE,23,775,,0
2121 OCEAN AVE,24,1821,2/11/2013,0
2121 OCEAN AVE,25,3048,12/24/2014,1
2121 OCEAN AVE,26,1806,5/15/2016,0
2121 OCEAN AVE,27,1830,10/20/2013,0
2121 OCEAN AVE,28,2960,9/15/2013,1
2121 OCEAN AVE,29,919,,1
2121 OCEAN AVE,3,783,,0
2121 OCEAN AVE,4,1162,9/4/1999,0
2121 OCEAN AVE,5,919,,1
2121 OCEAN AVE,6,689,,0
2121 OCEAN AVE,7,1653,1/17/2014,0
2121 OCEAN AVE,8,919,,1
2121 OCEAN AVE,9,1598,4/10/2013,0
2129 OCEAN AVE,1,2653,11/1/2014,0
2129 OCEAN AVE,10,1684,2/1/2012,1
2129 OCEAN AVE,2,938,,1
2129 OCEAN AVE,21,2448,8/5/2005,0
2129 OCEAN AVE,22,919,,1
2129 OCEAN AVE,23,961,,0
2129 OCEAN AVE,24,1952,7/1/2015,0
2129 OCEAN AVE,25,2194,10/18/2014,1
2129 OCEAN AVE,26,1756,2/2/2005,0
2129 OCEAN AVE,27,2167,5/1/2016,0
2129 OCEAN AVE,28,3255,10/1/2009,1
2129 OCEAN AVE,29,3678,6/28/2003,1
2129 OCEAN AVE,29A,844,,0
2129 OCEAN AVE,3,1762,12/1/2009,0
2129 OCEAN AVE,4,2046,1/20/2016,0
2129 OCEAN AVE,5,877,,1
2129 OCEAN AVE,6,1762,10/23/2009,0
2129 OCEAN AVE,7,1839,8/1/2014,0
2129 OCEAN AVE,8,2948,3/15/2015,1
2129 OCEAN AVE,9,1667,2/4/2010,0
2211 OCEAN AVE,,1216,,2
2213 OCEAN AVE,,5388,5/15/2017,2
2215 OCEAN AVE,A,4443,8/1/2022,1
2215 OCEAN AVE,B,1800,8/1/2022,0
2215 OCEAN AVE,C,3926,11/5/2022,2
2217 OCEAN AVE,A,2682,12/1/2003,1
2217 OCEAN AVE,B,1156,6/1/2000,0
2221 OCEAN AVE,101,1476,,1
2221 OCEAN AVE,102,1065,,1
2221 OCEAN AVE,103,1168,,0
2221 OCEAN AVE,104,1443,,1
2221 OCEAN AVE,105,1442,,1
2221 OCEAN AVE,106,1220,,1
2221 OCEAN AVE,107,1606,,1
2221 OCEAN AVE,108,1860,,1
2221 OCEAN AVE,201,2935,,1
2221 OCEAN AVE,202,1584,,1
2221 OCEAN AVE,203,1584,,2
2221 OCEAN AVE,205,1501,,1
2221 OCEAN AVE,206,1523,,1
2221 OCEAN AVE,207,1606,,1
2221 OCEAN AVE,208,1606,,2
2221 OCEAN AVE,301,2102,,1
2221 OCEAN AVE,302,1876,,1
2221 OCEAN AVE,303,2042,,2
2221 OCEAN AVE,305,1739,,1
2221 OCEAN AVE,306,2025,,1
2221 OCEAN AVE,307,1860,,1
2221 OCEAN AVE,308,2188,,2
2301 OCEAN AVE,101,2261,7/1/2023,0
2301 OCEAN AVE,102,867,,0
2301 OCEAN AVE,104,1083,,1
2301 OCEAN AVE,105,3150,6/29/2024,2
2301 OCEAN AVE,106,718,,0
2301 OCEAN AVE,107,2479,6/1/2012,1
2301 OCEAN AVE,108,1795,7/22/2024,0
2301 OCEAN AVE,109,2395,1/1/2024,1
2301 OCEAN AVE,110,1695,1/5/2024,0
2301 OCEAN AVE,201,867,,0
2301 OCEAN AVE,202,1963,12/1/2020,0
2301 OCEAN AVE,204,2573,4/6/2013,1
2301 OCEAN AVE,205,1156,,2
2301 OCEAN AVE,206,1440,11/9/2003,0
2301 OCEAN AVE,207,2382,12/4/2021,1
2301 OCEAN AVE,208,1691,11/1/2020,0
2301 OCEAN AVE,209,2726,3/31/2023,1
2301 OCEAN AVE,210,1803,9/21/2022,0
2307 OCEAN AVE,111,2027,4/1/2010,0
2307 OCEAN AVE,112,1687,9/1/2018,0
2307 OCEAN AVE,114,951,,1
2307 OCEAN AVE,115,1515,,2
2307 OCEAN AVE,116,1521,5/1/2021,0
2307 OCEAN AVE,117,1189,,1
2307 OCEAN AVE,118,1695,4/19/2024,0
2307 OCEAN AVE,119,2395,4/15/2024,1
2307 OCEAN AVE,120,1695,5/10/2024,0
2307 OCEAN AVE,211,867,,0
2307 OCEAN AVE,212,2364,11/1/2022,0
2307 OCEAN AVE,214,1083,,1
2307 OCEAN AVE,215,1319,,2
2307 OCEAN AVE,216,1795,11/20/2023,0
2307 OCEAN AVE,217,2495,4/13/2024,1
2307 OCEAN AVE,218,1946,11/16/2014,0
2307 OCEAN AVE,219,2979,6/13/2019,1
2307 OCEAN AVE,220,1968,9/29/2018,0
301 OCEAN AVE,A101,10500,9/9/2024,2
301 OCEAN AVE,A102,9384,12/1/2018,1
301 OCEAN AVE,A103,7650,3/24/2024,2
301 OCEAN AVE,A104,7650,4/15/2024,2
301 OCEAN AVE,A105,6578,5/1/2018,0
301 OCEAN AVE,A106,7000,3/8/2024,1
301 OCEAN AVE,A107,7576,1/2/2023,1
301 OCEAN AVE,A108,4000,9/16/2024,0
301 OCEAN AVE,A109,4076,10/28/2022,0
301 OCEAN AVE,A110,4076,2/27/2023,0
301 OCEAN AVE,A111,4100,9/3/2024,0
301 OCEAN AVE,A201,14828,9/7/2017,2
301 OCEAN AVE,A202,8752,7/11/2020,1
301 OCEAN AVE,A203,8828,3/1/2018,1
301 OCEAN AVE,A204,10076,2/1/2023,1
301 OCEAN AVE,A205,14328,5/1/2018,2
301 OCEAN AVE,A206,8500,11/16/2023,1
301 OCEAN AVE,A207,10076,2/1/2023,1
301 OCEAN AVE,A208,4000,11/27/2023,0
301 OCEAN AVE,A209,4384,6/24/2019,0
301 OCEAN AVE,A210,4184,3/1/2019,0
301 OCEAN AVE,A211,4200,7/1/2024,0
301 OCEAN AVE,B112,10143,5/15/2022,2
301 OCEAN AVE,B113,7143,2/15/2022,2
301 OCEAN AVE,B114,2800,12/21/2023,0
301 OCEAN AVE,B212,13076,2/25/2023,2
301 OCEAN AVE,B213,5076,3/1/2023,2
301 OCEAN AVE,B214,12076,3/10/2023,2
301 OCEAN AVE,B215,9000,7/15/2024,2
301 OCEAN AVE,B216,13076,1/31/2023,2
301 OCEAN AVE,B217,10884,6/1/2019,2
301 OCEAN AVE,B218,9615,9/1/2022,1
301 OCEAN AVE,B219,9828,10/6/2017,2
301 OCEAN AVE,B220,13076,12/1/2022,2
301 OCEAN AVE,B221,10000,9/1/2024,2
301 OCEAN AVE,B222,10000,7/1/2024,2
301 OCEAN AVE,B301,12076,7/24/2023,2
301 OCEAN AVE,B302,8576,4/28/2023,1
311 OCEAN AVE,102,0,,0
311 OCEAN AVE,103,3661,,3
311 OCEAN AVE,105,3567,,3
311 OCEAN AVE,106,2961,,2
311 OCEAN AVE,203,3287,,3
311 OCEAN AVE,205,3118,,4
311 OCEAN AVE,301,4066,1/15/1999,2
311 OCEAN AVE,303,3440,,3
311 OCEAN AVE,307,3439,10/11/2001,2
401 OCEAN AVE,1,0,,0
401 OCEAN AVE,2,1132,,4
419 OCEAN AVE,A,1582,,1
419 OCEAN AVE,B,1487,,1
419 OCEAN AVE,C,1391,,1
419 OCEAN AVE,D,1582,,1
419 OCEAN AVE,E,1487,,1
419 OCEAN AVE,F,1391,,1
419 OCEAN AVE,G,1582,,2
423 OCEAN AVE,1,12252,8/15/2020,2
423 OCEAN AVE,2,12752,8/11/2020,2
423 OCEAN AVE,3,12752,8/20/2020,2
423 OCEAN AVE,4,12752,8/25/2020,2
423 OCEAN AVE,5,12643,5/19/2022,2
423 OCEAN AVE,6,12713,9/1/2020,2
427 OCEAN AVE,10,12576,6/15/2023,2
427 OCEAN AVE,7,12652,8/28/2020,2
427 OCEAN AVE,8,12752,8/29/2020,2
427 OCEAN AVE,9,12752,8/17/2020,2
429 OCEAN AVE,11,12813,9/3/2020,2
429 OCEAN AVE,12,12676,4/5/2023,2
429 OCEAN AVE,14,13013,9/16/2020,2
429 OCEAN AVE,14A,12713,9/4/2020,2
429 OCEAN AVE,15,14143,7/10/2022,2
429 OCEAN AVE,16,14343,9/4/2021,2
515 OCEAN AVE,506S,0,,0
515 OCEAN AVE,507N,6958,,3
515 OCEAN AVE,506N,2902,,2
515 OCEAN AVE,504N,2794,,2
535 OCEAN AVE,1A,2130,,1
535 OCEAN AVE,1B,1056,,1
535 OCEAN AVE,1C,4038,,1
535 OCEAN AVE,2A,2368,,3
535 OCEAN AVE,2B,2368,,3
535 OCEAN AVE,2C,2424,,2
535 OCEAN AVE,2D,2424,,2
535 OCEAN AVE,3A,2757,,3
535 OCEAN AVE,3B,2394,,3
535 OCEAN AVE,3C,2108,,2
535 OCEAN AVE,3D,2520,,2
535 OCEAN AVE,4A,2800,,3
535 OCEAN AVE,4B,2845,,3
535 OCEAN AVE,4C,4773,,2
535 OCEAN AVE,4D,2573,,2
535 OCEAN AVE,5A,5094,,3
535 OCEAN AVE,5B,2888,,3
535 OCEAN AVE,5C,4532,,2
535 OCEAN AVE,5D,4767,,2
535 OCEAN AVE,6A,2888,,3
535 OCEAN AVE,6B,2934,,3
535 OCEAN AVE,6C,2643,,2
535 OCEAN AVE,6D,2665,,2
535 OCEAN AVE,7A,2934,,3
535 OCEAN AVE,7B,5243,,3
535 OCEAN AVE,7C,2687,,2
535 OCEAN AVE,7D,2708,,2
535 OCEAN AVE,8A,2978,,3
535 OCEAN AVE,8B,3024,,3
535 OCEAN AVE,8C,2732,,2
535 OCEAN AVE,8D,2754,,2
535 OCEAN AVE,9A,4953,,3
535 OCEAN AVE,9B,4999,,3
535 OCEAN AVE,9C,2779,,2
535 OCEAN AVE,9D,4951,,2
535 OCEAN AVE,10A,3089,,3
535 OCEAN AVE,10B,3116,,3
535 OCEAN AVE,10C,5003,,2
535 OCEAN AVE,10D,2845,,2
535 OCEAN AVE,11A,3159,,3
535 OCEAN AVE,11B,9784,12/5/2018,2
535 OCEAN AVE,11C,5066,,2
535 OCEAN AVE,11D,2888,,2
535 OCEAN AVE,12A,2620,,3
535 OCEAN AVE,12B,3201,,3
535 OCEAN AVE,12C,2934,,2
535 OCEAN AVE,12D,2934,,2
535 OCEAN AVE,PH1,4961,,3
535 OCEAN AVE,PH2,4909,,3
535 OCEAN AVE,PH3,4909,,2
615 OCEAN AVE,A,4828,9/20/2017,2
615 OCEAN AVE,B,3984,4/15/2019,2
615 OCEAN AVE,C,2773,12/1/2010,2
615 OCEAN AVE,D,3883,6/16/2017,2
615 OCEAN AVE,E,4002,5/16/2020,2
615 OCEAN AVE,F,3802,7/1/2020,2
615 OCEAN AVE,G,4713,6/21/2021,2
615 OCEAN AVE,H,2955,10/1/2013,2
615 OCEAN AVE,I,2773,3/1/2011,2
615 OCEAN AVE,J,3828,7/1/2018,2
615 OCEAN AVE,K,2773,2/1/2011,2
615 OCEAN AVE,L,3759,2/1/2019,2
617 OCEAN AVE,A,4984,3/1/2019,2
617 OCEAN AVE,B,1598,7/1/2009,2
617 OCEAN AVE,C,3752,6/19/2020,2
617 OCEAN AVE,D,3747,3/13/2020,2
617 OCEAN AVE,E,3708,12/9/2020,2
617 OCEAN AVE,F,803,,2
617 OCEAN AVE,G,5052,8/25/2020,2
617 OCEAN AVE,H,2949,6/1/2012,2
617 OCEAN AVE,I,2747,6/1/2012,2
617 OCEAN AVE,J,1052,,2
617 OCEAN AVE,K,1052,,2
617 OCEAN AVE,L,3852,4/1/2020,2
617 OCEAN AVE,M,2107,4/28/2020,2
101 PALISADES AVE,,2153,,2
103 PALISADES AVE,,3600,2/1/2023,1
105 PALISADES AVE,,3299,1/1/2008,1
633 OCEAN AVE,1,2490,5/26/2000,1
633 OCEAN AVE,10,1852,5/26/2000,1
633 OCEAN AVE,11,3174,7/14/2010,1
633 OCEAN AVE,12,3800,9/1/2023,1
633 OCEAN AVE,13,1110,,1
633 OCEAN AVE,14,3843,6/17/2022,1
633 OCEAN AVE,15,2759,8/15/2003,1
633 OCEAN AVE,16,3613,7/2/2021,1
633 OCEAN AVE,17,3168,1/1/2022,1
633 OCEAN AVE,18,3843,7/1/2022,1
633 OCEAN AVE,19,3602,9/1/2019,1
633 OCEAN AVE,2,2460,5/26/2000,1
633 OCEAN AVE,20,3413,10/9/2020,1
633 OCEAN AVE,21,4586,7/29/2016,2
633 OCEAN AVE,22,1543,,2
633 OCEAN AVE,23,4643,3/1/2022,2
633 OCEAN AVE,24,4952,5/1/2020,2
633 OCEAN AVE,25,4307,1/21/2012,2
633 OCEAN AVE,26,4500,11/1/2022,2
633 OCEAN AVE,27,5228,3/1/2018,2
633 OCEAN AVE,28,1902,,2
633 OCEAN AVE,3,1269,,1
633 OCEAN AVE,4,3800,2/1/2024,1
633 OCEAN AVE,5,1222,,1
633 OCEAN AVE,6,3352,12/16/2019,1
633 OCEAN AVE,7,3628,5/1/2016,1
633 OCEAN AVE,8,3652,4/30/2020,1
633 OCEAN AVE,9,2823,3/1/2002,1
725 OCEAN AVE,1,2112,,4
725 OCEAN AVE,2,702,,0
725 OCEAN AVE,3,1064,,1
725 OCEAN AVE,4,1583,,2
757 OCEAN AVE,101,2148,,2
757 OCEAN AVE,102,1735,,1
757 OCEAN AVE,103,1876,,1
757 OCEAN AVE,104,1183,,0
757 OCEAN AVE,105,868,,0
757 OCEAN AVE,106,1422,,1
757 OCEAN AVE,107,2211,,2
757 OCEAN AVE,108,1522,,0
757 OCEAN AVE,109,2513,10/1/2001,1
757 OCEAN AVE,110,985,,1
757 OCEAN AVE,111,1422,,1
757 OCEAN AVE,112,1389,,1
757 OCEAN AVE,113,1522,,1
757 OCEAN AVE,114,1389,,1
757 OCEAN AVE,115,1389,,1
757 OCEAN AVE,116,1522,,1
757 OCEAN AVE,117,1280,,2
757 OCEAN AVE,201,2254,,2
757 OCEAN AVE,202,1735,,1
757 OCEAN AVE,203,1838,,1
757 OCEAN AVE,204,1735,,1
757 OCEAN AVE,205,1149,,0
757 OCEAN AVE,206,1389,,1
757 OCEAN AVE,207,1316,,1
757 OCEAN AVE,208,1183,,0
757 OCEAN AVE,209,985,,1
757 OCEAN AVE,210,985,,1
757 OCEAN AVE,211,1102,,1
757 OCEAN AVE,212,985,,1
757 OCEAN AVE,213,929,,1
757 OCEAN AVE,214,985,,1
757 OCEAN AVE,215,985,,1
757 OCEAN AVE,216,1389,,1
757 OCEAN AVE,217,1280,,2
757 OCEAN AVE,301,2388,,2
757 OCEAN AVE,302,1652,,1
757 OCEAN AVE,303,2187,,1
757 OCEAN AVE,304,2597,,1
757 OCEAN AVE,305,1149,,0
757 OCEAN AVE,306,2324,10/3/2003,1
757 OCEAN AVE,307,1339,,2
757 OCEAN AVE,308,868,,0
757 OCEAN AVE,309,985,,1
757 OCEAN AVE,310,985,,1
757 OCEAN AVE,311,2605,,1
757 OCEAN AVE,312,985,,1
757 OCEAN AVE,313,985,,1
757 OCEAN AVE,314,985,,1
757 OCEAN AVE,315,985,,1
757 OCEAN AVE,316,985,,1
757 OCEAN AVE,317,1280,,2
801 OCEAN AVE,104,5792,,4
801 OCEAN AVE,201,4124,,2
801 OCEAN AVE,304,4189,,2
801 OCEAN AVE,303,3660,,2
801 OCEAN AVE,404,4902,10/24/1999,2
801 OCEAN AVE,403,3311,,2
801 OCEAN AVE,602,5094,,2
815 OCEAN AVE,,0,,0
817 OCEAN AVE,,0,,0
833 OCEAN AVE,101,1838,,2
833 OCEAN AVE,102,1816,,2
833 OCEAN AVE,103,1762,,2
833 OCEAN AVE,104,1914,,2
833 OCEAN AVE,105,1838,,2
833 OCEAN AVE,106,2145,,2
833 OCEAN AVE,201,2651,,2
833 OCEAN AVE,202,1960,,2
833 OCEAN AVE,203,3046,,2
833 OCEAN AVE,204,1716,,2
833 OCEAN AVE,205,2513,,2
833 OCEAN AVE,206,2040,,2
833 OCEAN AVE,301,2631,,2
833 OCEAN AVE,302,2598,,2
833 OCEAN AVE,303,2334,,2
833 OCEAN AVE,304,2441,,2
833 OCEAN AVE,305,2457,,2
833 OCEAN AVE,306,2673,,2
849 OCEAN AVE,101,0,,0
849 OCEAN AVE,102,0,,0
849 OCEAN AVE,103,0,,0
849 OCEAN AVE,104,0,,0
849 OCEAN AVE,105,0,,0
849 OCEAN AVE,106,0,,0
849 OCEAN AVE,107,0,,0
849 OCEAN AVE,108,0,,0
849 OCEAN AVE,109,0,,0
849 OCEAN AVE,110,0,,0
849 OCEAN AVE,111,0,,0
849 OCEAN AVE,112,0,,0
849 OCEAN AVE,113,0,,0
849 OCEAN AVE,114,0,,0
849 OCEAN AVE,115,0,,0
849 OCEAN AVE,116,0,,0
849 OCEAN AVE,117,0,,0
849 OCEAN AVE,118,0,,0
849 OCEAN AVE,119,0,,0
849 OCEAN AVE,120,0,,0
849 OCEAN AVE,201,0,,0
849 OCEAN AVE,202,0,,0
849 OCEAN AVE,203,0,,0
849 OCEAN AVE,204,0,,0
849 OCEAN AVE,205,0,,0
849 OCEAN AVE,206,0,,0
849 OCEAN AVE,207,0,,0
849 OCEAN AVE,208,0,,0
849 OCEAN AVE,209,0,,0
849 OCEAN AVE,210,0,,0
849 OCEAN AVE,211,0,,0
849 OCEAN AVE,212,0,,0
849 OCEAN AVE,213,0,,0
849 OCEAN AVE,214,0,,0
849 OCEAN AVE,215,0,,0
849 OCEAN AVE,216,0,,0
849 OCEAN AVE,217,0,,0
849 OCEAN AVE,218,0,,0
849 OCEAN AVE,219,0,,0
849 OCEAN AVE,220,0,,0
849 OCEAN AVE,301,0,,0
849 OCEAN AVE,302,0,,0
849 OCEAN AVE,303,0,,0
849 OCEAN AVE,304,0,,0
849 OCEAN AVE,305,0,,0
849 OCEAN AVE,306,0,,0
849 OCEAN AVE,307,0,,0
849 OCEAN AVE,308,0,,0
849 OCEAN AVE,309,0,,0
849 OCEAN AVE,310,0,,0
849 OCEAN AVE,311,0,,0
849 OCEAN AVE,312,0,,0
849 OCEAN AVE,313,0,,0
849 OCEAN AVE,314,0,,0
849 OCEAN AVE,315,0,,0
849 OCEAN AVE,316,0,,0
849 OCEAN AVE,317,0,,0
849 OCEAN AVE,318,0,,0
849 OCEAN AVE,319,0,,0
849 OCEAN AVE,320,0,,0
901 OCEAN AVE,103,5543,6/15/2022,1
901 OCEAN AVE,104,8323,2/1/2018,2
901 OCEAN AVE,105,6143,5/15/2022,1
901 OCEAN AVE,106,5038,8/1/2017,1
901 OCEAN AVE,107,6143,4/10/2022,1
901 OCEAN AVE,108,5453,6/29/2015,1
901 OCEAN AVE,109,7534,4/15/2019,2
901 OCEAN AVE,110,5428,10/1/2015,1
901 OCEAN AVE,201,9663,5/8/2021,2
901 OCEAN AVE,202,9863,7/23/2021,2
901 OCEAN AVE,203,6650,1/10/2022,1
901 OCEAN AVE,204,5703,3/1/2016,1
901 OCEAN AVE,205,4024,10/1/2012,1
901 OCEAN AVE,206,5493,2/15/2022,1
901 OCEAN AVE,207,6143,3/1/2022,1
901 OCEAN AVE,208,5763,9/1/2016,1
901 OCEAN AVE,209,7633,9/28/2021,2
901 OCEAN AVE,210,7643,2/19/2022,2
901 OCEAN AVE,301,9974,7/8/2013,2
901 OCEAN AVE,302,11285,5/15/2022,2
901 OCEAN AVE,303,6168,10/16/2021,1
901 OCEAN AVE,304,5803,9/25/2015,1
901 OCEAN AVE,305,4576,6/10/2023,1
901 OCEAN AVE,306,7328,8/1/2015,1
901 OCEAN AVE,307,6143,2/15/2022,1
901 OCEAN AVE,308,5903,2/24/2015,1
901 OCEAN AVE,309,7299,2/1/2022,2
901 OCEAN AVE,310,7643,2/15/2022,2
915 OCEAN AVE,101,1621,,1
915 OCEAN AVE,102,2952,1/20/2020,1
915 OCEAN AVE,103,2322,5/1/2009,1
915 OCEAN AVE,104,1075,,1
915 OCEAN AVE,105,2500,9/1/2023,1
915 OCEAN AVE,106,2224,11/1/2021,1
915 OCEAN AVE,107,2826,6/1/2023,1
915 OCEAN AVE,201,3400,7/1/2024,1
915 OCEAN AVE,202,3413,2/1/2021,1
915 OCEAN AVE,203,3078,9/1/2017,1
915 OCEAN AVE,204,2330,9/1/2021,1
915 OCEAN AVE,205,2400,12/15/2023,1
915 OCEAN AVE,206,2400,4/1/2010,1
915 OCEAN AVE,207,2550,12/1/2019,1
915 OCEAN AVE,208,2400,12/15/2023,1
915 OCEAN AVE,209,1831,6/1/2020,1
915 OCEAN AVE,210,2572,3/1/2010,1
915 OCEAN AVE,211,2089,9/25/2009,1
915 OCEAN AVE,301,1563,,4
915 OCEAN AVE,302,7241,1/15/2012,4
923 OCEAN AVE,1,4602,7/1/2020,1
923 OCEAN AVE,2,1075,,1
923 OCEAN AVE,3,3432,6/16/2009,1
923 OCEAN AVE,4,3438,10/1/2021,1
923 OCEAN AVE,5,3438,11/1/2021,1
